casualty_severity,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,obs_date,light_conditions,weather_conditions,urban_or_rural_area,road_surface_conditions,special_conditions_at_site,age_of_driver,sex_of_driver,vehicle_type
Serious,Female,1,0 - 5,Within 50m. of crossing,From drivers nearside,2023-06-10T15:58:00Z,Daylight,Fine no high winds,Urban,Dry,None,66,Male,9
Fatal,Female,77,Over 75,On pedestrian crossing facility,From drivers nearside,2023-11-03T12:14:00Z,Daylight,Fine no high winds,Urban,Dry,None,72,Male,11
Slight,Female,38,36 - 45,Centre of carriageway without refuge,From drivers nearside,2023-10-18T16:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,38,Female,9
Slight,Female,38,36 - 45,Centre of carriageway without refuge,From drivers offside,2023-08-29T18:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,99,Not known,9
Fatal,Male,44,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-01T10:37:00Z,Daylight,Fine no high winds,Urban,Dry,Roadworks,45,Female,21
Slight,Male,9,6 - 10,"In carriageway, crossing elsewhere",From drivers offside,2023-11-28T16:18:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,43,Male,19
Fatal,Male,77,Over 75,On footway or verge,Unknown or other,2023-11-09T11:35:00Z,Daylight,Fine no high winds,Urban,Wet or damp,NA,41,Male,9
Fatal,Male,77,Over 75,On footway or verge,Unknown or other,2023-11-09T11:35:00Z,Daylight,Fine no high winds,Urban,Wet or damp,NA,29,Male,9
Fatal,Male,90,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-01-04T20:40:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,61,Male,9
Fatal,Male,90,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-01-04T20:40:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,52,Male,19
Serious,Female,74,66 - 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-28T18:00:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,57,Male,9
Slight,Male,11,11 - 15,"In carriageway, crossing elsewhere",From offside masked by vehicle,2023-03-14T08:20:00Z,Daylight,Fine no high winds,Rural,Dry,None,36,Female,9
Fatal,Male,37,36 - 45,"In carriageway, not crossing","In carriageway, stationary",2023-03-04T05:09:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,19,Female,9
Slight,Male,78,Over 75,Within 50m. of crossing,From drivers offside,2023-08-12T11:02:00Z,Daylight,Fine no high winds,Urban,Dry,Roadworks,60,Male,9
Slight,Female,12,11 - 15,"In carriageway, crossing elsewhere",Unknown or other,2023-02-02T08:05:00Z,Daylight,Fine no high winds,Urban,Dry,None,48,Male,9
Slight,Female,12,11 - 15,"In carriageway, crossing elsewhere",Unknown or other,2023-02-02T08:05:00Z,Daylight,Fine no high winds,Urban,Dry,None,48,Male,9
Slight,Male,50,46 - 55,On footway or verge,Unknown or other,2023-03-12T14:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Female,64,56 - 65,"In carriageway, crossing elsewhere",From drivers nearside,2023-03-06T21:15:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,18,Male,9
Serious,Female,36,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-21T15:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,18,Male,9
Serious,Male,75,66 - 75,Within 50m. of crossing,From drivers offside,2023-01-30T15:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,47,Female,9
Fatal,Female,71,66 - 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-11-10T17:06:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,NA,61,Male,9
Slight,Male,9,6 - 10,"In carriageway, crossing elsewhere",From drivers offside,2023-08-18T19:46:00Z,Daylight,Fine no high winds,Urban,Dry,None,37,Male,9
Fatal,Female,72,66 - 75,Unknown or other,"In carriageway, stationary, masked",2023-03-17T13:10:00Z,Daylight,Fine no high winds,Rural,Dry,None,-1,Not known,9
Fatal,Female,72,66 - 75,Unknown or other,"In carriageway, stationary, masked",2023-03-17T13:10:00Z,Daylight,Fine no high winds,Rural,Dry,None,45,Female,9
Serious,Female,61,56 - 65,On pedestrian crossing facility,From drivers nearside,2023-12-29T18:02:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,47,Male,9
Fatal,Male,88,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-12-06T11:37:00Z,Daylight,Fine no high winds,Urban,Dry,NA,58,Male,11
Fatal,Male,18,16 - 20,"In carriageway, not crossing",Walking back to traffic,2023-01-01T03:25:00Z,Darkness - no lighting,Fine no high winds,Rural,Wet or damp,None,61,Female,9
Serious,Female,64,56 - 65,"In carriageway, crossing elsewhere",From drivers nearside,2023-10-20T17:45:00Z,Daylight,Raining high winds,Urban,Wet or damp,None,17,Male,9
Fatal,Male,70,66 - 75,"In carriageway, crossing elsewhere",From drivers offside,2023-05-14T00:38:00Z,Darkness - no lighting,Fine no high winds,Urban,Dry,None,52,Male,9
Slight,Male,69,66 - 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-08-09T13:09:00Z,Daylight,Fine no high winds,Urban,Dry,None,71,Female,9
Serious,Male,36,36 - 45,"In carriageway, not crossing","In carriageway, stationary, masked",2023-01-14T17:48:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,-1,Not known,9
Serious,Male,36,36 - 45,"In carriageway, not crossing","In carriageway, stationary, masked",2023-01-14T17:48:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,66,Male,9
Serious,Female,83,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-10-26T10:08:00Z,Daylight,Fine no high winds,Urban,Dry,None,39,Male,19
Serious,Female,78,Over 75,Unknown or other,Unknown or other,2023-11-13T13:03:00Z,Daylight,Fine high winds,Urban,Dry,None,68,Male,9
Serious,Male,6,6 - 10,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-13T15:30:00Z,Daylight,Unknown,Urban,Dry,None,34,Female,9
Fatal,Female,81,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-16T15:05:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,24,Male,21
Serious,Male,29,26 - 35,On footway or verge,Unknown or other,2023-11-06T09:00:00Z,Daylight,Fine high winds,Urban,Dry,NA,30,Not known,11
Serious,Male,15,11 - 15,On pedestrian crossing facility,From drivers nearside,2023-02-24T17:35:00Z,Daylight,Fine no high winds,Urban,Dry,None,53,Male,9
Serious,Female,81,Over 75,On pedestrian crossing facility,From drivers offside,2023-12-16T20:06:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,-1,Male,9
Slight,Male,84,Over 75,On pedestrian crossing facility,From drivers offside,2023-12-16T20:06:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,-1,Male,9
Slight,Male,30,26 - 35,On pedestrian crossing facility,From drivers nearside,2023-11-15T19:50:00Z,Darkness - lights lit,Other,Urban,Dry,None,30,Male,1
Serious,Male,13,11 - 15,On footway or verge,Unknown or other,2023-10-25T16:51:00Z,Daylight,Fine no high winds,Urban,Dry,None,41,Male,9
Fatal,Male,81,Over 75,On pedestrian crossing facility,From drivers nearside,2023-10-25T11:00:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,60,Male,9
Serious,Female,75,66 - 75,On pedestrian crossing facility,From drivers nearside,2023-10-25T11:00:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,60,Male,9
Serious,Female,12,11 - 15,"In carriageway, crossing elsewhere",From drivers offside,2023-12-12T16:00:00Z,Darkness - lighting unknown,Fine no high winds,Urban,Dry,None,-1,Not known,19
Serious,Male,43,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-11-20T21:20:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,23,Female,9
Slight,Male,43,36 - 45,On pedestrian crossing facility,From drivers nearside,2023-02-08T21:16:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Fatal,Male,76,Over 75,On pedestrian crossing facility,From drivers offside,2023-03-15T13:27:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,55,Male,21
Serious,Female,80,Over 75,"In carriageway, crossing elsewhere",From offside masked by vehicle,2023-03-24T15:44:00Z,Daylight,Fine no high winds,Urban,Dry,None,82,Male,9
Slight,Female,46,46 - 55,Within 50m. of crossing,From drivers offside,2023-11-04T23:30:00Z,Darkness - lights lit,Other,Rural,Wet or damp,None,30,Not known,9
Serious,Male,9,6 - 10,On pedestrian crossing facility,From drivers offside,2023-08-14T22:00:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,49,Male,9
Serious,Female,13,11 - 15,Unknown or other,From drivers offside,2023-06-07T16:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,65,Male,9
Fatal,Male,66,66 - 75,On pedestrian crossing facility,From drivers nearside,2023-02-15T23:30:00Z,Darkness - lights lit,Raining high winds,Urban,Wet or damp,None,49,Male,9
Slight,Male,41,36 - 45,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-01-08T18:00:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,36,Male,8
Slight,Female,4,0 - 5,"In carriageway, not crossing","In carriageway, stationary, masked",2023-07-06T15:41:00Z,Daylight,Fine no high winds,Urban,Dry,None,30,Female,9
Serious,Male,47,46 - 55,Centre of carriageway without refuge,Unknown or other,2023-08-18T15:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,51,Male,9
Serious,Male,26,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-12-07T20:40:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,42,Male,8
Serious,Female,11,11 - 15,Centre of carriageway without refuge,From drivers offside,2023-09-28T15:12:00Z,Daylight,Fine no high winds,Urban,Dry,None,61,Male,9
Serious,Male,73,66 - 75,Unknown or other,From drivers nearside,2023-05-26T11:23:00Z,Daylight,Fine no high winds,Urban,Dry,Auto traffic signal - out,66,Male,9
Serious,Male,28,26 - 35,On pedestrian crossing facility,From drivers nearside,2023-01-10T10:28:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,45,Male,9
Slight,Female,17,16 - 20,On footway or verge,Unknown or other,2023-10-17T14:55:00Z,Daylight,Fine no high winds,Urban,NA,NA,28,Female,9
Serious,Female,59,56 - 65,Centre of carriageway without refuge,From drivers offside,2023-12-16T20:45:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Male,9
Fatal,Female,52,46 - 55,Unknown or other,Unknown or other,2023-06-05T13:08:00Z,Daylight,Fine no high winds,Rural,Dry,None,24,Female,9
Fatal,Female,52,46 - 55,Unknown or other,Unknown or other,2023-06-05T13:08:00Z,Daylight,Fine no high winds,Rural,Dry,None,45,Not known,21
Fatal,Female,56,56 - 65,Unknown or other,Unknown or other,2023-09-15T20:36:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,71,Male,21
Fatal,Female,56,56 - 65,Unknown or other,Unknown or other,2023-09-15T20:36:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,26,Male,9
Fatal,Female,56,56 - 65,Unknown or other,Unknown or other,2023-09-15T20:36:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,46,Female,9
Serious,Female,41,36 - 45,On pedestrian crossing facility,From drivers offside,2023-04-22T17:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,22,Male,3
Slight,Male,18,16 - 20,"In carriageway, crossing elsewhere",From drivers offside,2023-06-09T16:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,11
Fatal,Male,62,56 - 65,Unknown or other,Unknown or other,2023-08-27T20:21:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,22,Male,19
Fatal,Female,91,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-12-15T19:42:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Fatal,Female,18,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-28T18:48:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,25,Female,9
Fatal,Female,18,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-28T18:48:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,31,Male,11
Fatal,Female,18,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-28T18:48:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,39,Male,21
Fatal,Female,18,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-28T18:48:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,27,Female,9
Serious,Male,51,46 - 55,Centre of carriageway without refuge,From drivers offside,2023-11-22T17:05:00Z,Darkness - lights lit,Raining high winds,Urban,Wet or damp,None,65,Male,9
Slight,Male,47,46 - 55,On pedestrian crossing facility,From drivers nearside,2023-05-02T13:33:00Z,Daylight,Fine no high winds,Urban,Dry,None,19,Female,9
Slight,Female,11,11 - 15,Unknown or other,From drivers offside,2023-10-04T15:07:00Z,Daylight,Fine no high winds,Rural,Dry,None,60,Male,9
Fatal,Female,56,56 - 65,On footway or verge,Unknown or other,2023-07-11T06:34:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,44,Male,9
Serious,Male,25,21 - 25,Unknown or other,Walking facing traffic,2023-04-14T23:28:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Male,9
Serious,Male,11,11 - 15,Centre of carriageway without refuge,Walking back to traffic,2023-12-29T16:20:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,57,Male,9
Serious,Female,44,36 - 45,Unknown or other,Unknown or other,2023-07-06T09:54:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Female,9
Serious,Female,44,36 - 45,Unknown or other,Unknown or other,2023-07-06T09:54:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Female,9
Fatal,Female,8,6 - 10,Unknown or other,Unknown or other,2023-07-06T09:54:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Female,9
Fatal,Female,7,6 - 10,Unknown or other,Unknown or other,2023-07-06T09:54:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Female,9
Serious,Female,38,36 - 45,Unknown or other,Unknown or other,2023-07-06T09:54:00Z,Daylight,Fine no high winds,Urban,Dry,None,46,Female,9
Fatal,Male,16,16 - 20,Unknown or other,Unknown or other,2023-08-17T21:40:00Z,Darkness - lights lit,Fine no high winds,Rural,Dry,None,-1,Not known,8
Fatal,Male,8,6 - 10,"In carriageway, crossing elsewhere",Unknown or other,2023-04-28T18:43:00Z,Daylight,Fine no high winds,Urban,Dry,None,52,Male,9
Fatal,Female,88,Over 75,"In carriageway, crossing elsewhere",Unknown or other,2023-01-10T19:06:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,38,Male,19
Slight,Male,33,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-05-12T22:28:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,22,Male,9
Slight,Female,14,11 - 15,Within 50m. of crossing,From drivers nearside,2023-07-20T13:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,33,Female,9
Serious,Female,56,56 - 65,On footway or verge,Walking facing traffic,2023-11-13T17:22:00Z,Darkness - lighting unknown,Fine no high winds,Urban,Wet or damp,None,-1,Not known,9
Slight,Female,42,36 - 45,On footway or verge,Walking facing traffic,2023-04-19T08:08:00Z,Daylight,Fine no high winds,Urban,Dry,None,40,Male,9
Slight,Female,-1,NA,"In carriageway, not crossing","In carriageway, stationary, masked",2023-06-27T16:07:00Z,Daylight,Fine no high winds,Urban,Dry,None,37,Female,9
Serious,Female,58,56 - 65,On footway or verge,Unknown or other,2023-08-23T17:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Male,1
Slight,Male,4,0 - 5,"In carriageway, crossing elsewhere",From drivers nearside,2023-10-06T18:50:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,31,Male,9
Slight,Female,31,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-10-06T18:50:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,31,Male,9
Serious,Male,40,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-10-13T17:44:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,32,Male,9
Serious,Female,38,36 - 45,Centre of carriageway without refuge,From drivers nearside,2023-03-19T19:40:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,59,Female,9
Fatal,Female,82,Over 75,Centre of carriageway without refuge,From drivers offside,2023-11-20T17:55:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,NA,31,Female,9
Fatal,Female,38,36 - 45,Unknown or other,Unknown or other,2023-12-08T17:30:00Z,Darkness - lighting unknown,Fine no high winds,Urban,Dry,None,74,Female,9
Serious,Female,27,26 - 35,On pedestrian crossing facility,From drivers offside,2023-06-03T20:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,24,Not known,9
Serious,Female,32,26 - 35,Unknown or other,Unknown or other,2023-01-07T17:57:00Z,Darkness - no lighting,Fine no high winds,Rural,Wet or damp,None,-1,Not known,9
Fatal,Male,41,36 - 45,Unknown or other,Unknown or other,2023-01-07T17:57:00Z,Darkness - no lighting,Fine no high winds,Rural,Wet or damp,None,-1,Not known,9
Fatal,Male,69,66 - 75,Centre of carriageway without refuge,From drivers nearside,2023-05-05T10:45:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,53,Female,9
Fatal,Male,60,56 - 65,Centre of carriageway without refuge,From drivers offside,2023-11-24T21:25:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,25,Male,9
Fatal,Male,39,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-06T01:37:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,58,Female,90
Fatal,Male,32,26 - 35,Centre of carriageway without refuge,Unknown or other,2023-07-09T00:49:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,37,Male,9
Slight,Female,16,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-10-10T12:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Female,21,21 - 25,On pedestrian crossing facility,From drivers nearside,2023-10-27T13:05:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Female,30,26 - 35,Centre of carriageway without refuge,"In carriageway, stationary",2023-06-21T09:19:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Fatal,Male,42,36 - 45,"In carriageway, crossing elsewhere",Unknown or other,2023-01-25T13:24:00Z,Daylight,Fine no high winds,Rural,Wet or damp,None,31,Female,9
Serious,Female,33,26 - 35,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-01-11T17:07:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,49,Male,5
Slight,Female,12,11 - 15,Centre of carriageway without refuge,From drivers nearside,2023-06-29T15:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Female,9
Serious,Male,12,11 - 15,Unknown or other,Unknown or other,2023-11-15T08:00:00Z,Daylight,Fine no high winds,Urban,Dry,NA,-1,Female,9
Slight,Female,20,16 - 20,On pedestrian crossing facility,From drivers nearside,2023-05-13T19:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Male,3
Slight,Male,16,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-04T17:00:00Z,Daylight,Fine no high winds,Rural,Dry,None,78,Male,9
Fatal,Male,80,Over 75,Within 50m. of crossing,From drivers nearside,2023-02-06T09:36:00Z,Daylight,Fine no high winds,Urban,Dry,None,47,Male,19
Slight,Female,22,21 - 25,"In carriageway, not crossing",Unknown or other,2023-05-27T21:34:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
